,description,name,price,img,size,color,composition,care
59,"라운드넥 긴소매 니트 스웨터. 리브드 마감. 모델 신장: 177cmJOIN LIFE 컬렉션.Care for fiber: 25% 이상 재생 폴리에스터 사용.재생 폴리에스터는 재활용 플라스틱병을 이용하여 제조되어 적은 양의 물, 에너지 및 천연 자원이 소모됩니다. ",스트라이프 니트 스웨터,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/0837/105/104/3/w/560/0837105104_1_1_1.jpg?ts=1581496498330', '//static.zara.net/photos///2020/V/0/1/p/0837/105/104/3/w/560/0837105104_2_1_1.jpg?ts=1581497152961', '//static.zara.net/photos///2020/V/0/1/p/0837/105/104/3/w/560/0837105104_2_2_1.jpg?ts=1581497166807', '//static.zara.net/photos///2020/V/0/1/p/0837/105/104/3/w/560/0837105104_2_3_1.jpg?ts=1581497196358', '//static.zara.net/photos///2020/V/0/1/p/0837/105/104/3/w/560/0837105104_2_4_1.jpg?ts=1581497183544', '//static.zara.net/photos///2020/V/0/1/p/0837/105/104/3/w/560/0837105104_2_5_1.jpg?ts=1581497187667', '//static.zara.net/photos///2020/V/0/1/p/0837/105/104/3/w/560/0837105104_2_6_1.jpg?ts=1581497189065', '//static.zara.net/photos///2018/V/M/1/p/1111/000/000/2/w/560/1111000000_2_59_1.jpg?ts=1548282475310', '//static.zara.net/photos///2020/V/0/1/p/0837/105/104/3/w/560/0837105104_6_1_1.jpg?ts=1581497144044']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ']",스트라이프,"[{'겉감': '67% 아크릴, 33% 폴리에스터'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지', '평평한 바닥에 놓고 말리십시오']"
60,면 혼방 소재 베스트. 브이넥 슬리브리스 디자인. 양 옆면 하단 트임 디테일. 리브드 마감. 모델 신장: 177cm,오버사이즈 니트 베스트,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/6771/025/070/2/w/560/6771025070_1_1_1.jpg?ts=1581440018854', '//static.zara.net/photos///2020/V/0/1/p/6771/025/070/2/w/560/6771025070_2_1_1.jpg?ts=1581440102463', '//static.zara.net/photos///2020/V/0/1/p/6771/025/070/2/w/560/6771025070_2_2_1.jpg?ts=1581440088980', '//static.zara.net/photos///2020/V/0/1/p/6771/025/070/2/w/560/6771025070_2_3_1.jpg?ts=1581440067863', '//static.zara.net/photos///2020/V/0/1/p/6771/025/070/2/w/560/6771025070_2_4_1.jpg?ts=1581440070051', '//static.zara.net/photos///2020/V/0/1/p/6771/025/070/2/w/560/6771025070_2_5_1.jpg?ts=1581440041652', '//static.zara.net/photos///2020/V/0/1/p/6771/025/070/2/w/560/6771025070_2_6_1.jpg?ts=1581440072557', '//static.zara.net/photos///2020/V/0/1/p/6771/025/070/2/w/560/6771025070_6_1_1.jpg?ts=1581440031864']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",크림 / 블랙,"[{'겉감': '76% 면, 24% 폴리에스터'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']"
61,면 혼방 소재의 짧은 스웨터. 긴소매 라운드넥 디자인. 모델 신장: 177cm,스트라이프 니트 스웨터,"39,000 원","['//static.zara.net/photos///2020/V/0/1/p/6771/026/084/2/w/560/6771026084_1_1_1.jpg?ts=1581440015559', '//static.zara.net/photos///2020/V/0/1/p/6771/026/084/2/w/560/6771026084_2_1_1.jpg?ts=1581440049375', '//static.zara.net/photos///2020/V/0/1/p/6771/026/084/2/w/560/6771026084_2_2_1.jpg?ts=1581440036006', '//static.zara.net/photos///2020/V/0/1/p/6771/026/084/2/w/560/6771026084_2_3_1.jpg?ts=1581440094817', '//static.zara.net/photos///2020/V/0/1/p/6771/026/084/2/w/560/6771026084_2_4_1.jpg?ts=1581440044334', '//static.zara.net/photos///2020/V/0/1/p/6771/026/084/2/w/560/6771026084_2_5_1.jpg?ts=1581440029310', '//static.zara.net/photos///2020/V/0/1/p/6771/026/084/2/w/560/6771026084_6_1_1.jpg?ts=1581440055722']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",블랙 / 화이트,"[{'겉감': '50% 면, 50% 아크릴'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']"
62,신축성 있는 허리 디자인의 하이웨이스트 니트 쇼츠. 리브드 처리된 밑단. 모델 신장: 177cm,트위스티드 얀 니트 쇼츠,"39,000 원","['//static.zara.net/photos///2020/V/0/1/p/6873/002/730/3/w/560/6873002730_1_1_1.jpg?ts=1580468174202', '//static.zara.net/photos///2020/V/0/1/p/6873/002/730/3/w/560/6873002730_2_1_1.jpg?ts=1580468412749', '//static.zara.net/photos///2020/V/0/1/p/6873/002/730/3/w/560/6873002730_2_2_1.jpg?ts=1580468491513', '//static.zara.net/photos///2020/V/0/1/p/6873/002/730/3/w/560/6873002730_2_3_1.jpg?ts=1580468472982', '//static.zara.net/photos///2020/V/0/1/p/6873/002/730/3/w/560/6873002730_2_4_1.jpg?ts=1580468464375', '//static.zara.net/photos///2020/V/0/1/p/6873/002/730/3/w/560/6873002730_2_5_1.jpg?ts=1580468480881', '//static.zara.net/photos///2020/V/0/1/p/6873/002/730/3/w/560/6873002730_6_1_1.jpg?ts=1580745533783']","['S (KR 25) ', 'M (KR 26) ', 'L (KR 27) ']",라이트 브라운,"[{'겉감': '76% 폴리에스터, 24% 아크릴'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '저온으로 건조기 사용 가능']"
63,넓은 어깨끈이 달린 스트레이트 네크라인 크롭 탑. 모델 신장: 177cm,스트랩 니트 탑,"29,000 원","['//static.zara.net/photos///2020/V/0/1/p/6873/008/737/2/w/560/6873008737_1_1_1.jpg?ts=1582023190665', '//static.zara.net/photos///2020/V/0/1/p/6873/008/737/2/w/560/6873008737_2_1_1.jpg?ts=1580468355031', '//static.zara.net/photos///2020/V/0/1/p/6873/008/737/2/w/560/6873008737_2_2_1.jpg?ts=1580468287676', '//static.zara.net/photos///2020/V/0/1/p/6873/008/737/2/w/560/6873008737_2_3_1.jpg?ts=1580468288118', '//static.zara.net/photos///2020/V/0/1/p/6873/008/737/2/w/560/6873008737_2_4_1.jpg?ts=1580468340177', '//static.zara.net/photos///2020/V/0/1/p/6873/008/737/2/w/560/6873008737_2_5_1.jpg?ts=1580468238873', '//static.zara.net/photos///2020/V/0/1/p/6873/008/737/2/w/560/6873008737_6_1_1.jpg?ts=1580745523523']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",브라운 / 도트,"[{'겉감': '33% 폴리에스터, 31% 아크릴, 20% 나일론, 9% 비스코스, 7% 모직'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '저온으로 건조기 사용 가능']"
64,브이넥 긴소매 재킷. 앞면에 패치 포켓이 있음. 리브드 마감. 배색된 버튼으로 앞면에서 여밈. 모델 신장: 177cm,포켓 니트 가디건,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/6873/007/737/2/w/560/6873007737_1_1_1.jpg?ts=1582023191106', '//static.zara.net/photos///2020/V/0/1/p/6873/007/737/2/w/560/6873007737_2_1_1.jpg?ts=1580468364888', '//static.zara.net/photos///2020/V/0/1/p/6873/007/737/2/w/560/6873007737_2_2_1.jpg?ts=1580468369753', '//static.zara.net/photos///2020/V/0/1/p/6873/007/737/2/w/560/6873007737_2_3_1.jpg?ts=1580468516895', '//static.zara.net/photos///2020/V/0/1/p/6873/007/737/2/w/560/6873007737_2_4_1.jpg?ts=1580468310298', '//static.zara.net/photos///2020/V/0/1/p/6873/007/737/2/w/560/6873007737_2_5_1.jpg?ts=1580468303033', '//static.zara.net/photos///2020/V/0/1/p/6873/007/737/2/w/560/6873007737_6_1_1.jpg?ts=1580745706741']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",브라운 / 도트,"[{'겉감': '33% 폴리에스터, 31% 아크릴, 20% 나일론, 9% 비스코스, 7% 모직'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '저온으로 건조기 사용 가능']"
65,라운드넥 긴소매 니트 스웨터. 리브드 마감. 모델 신장: 177cm,케이블 니트 스웨터,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/9598/002/400/3/w/560/9598002400_1_1_1.jpg?ts=1582027757767', '//static.zara.net/photos///2020/V/0/1/p/9598/002/400/3/w/560/9598002400_2_1_1.jpg?ts=1582027749770', '//static.zara.net/photos///2020/V/0/1/p/9598/002/400/3/w/560/9598002400_2_2_1.jpg?ts=1582027752624', '//static.zara.net/photos///2020/V/0/1/p/9598/002/400/3/w/560/9598002400_2_3_1.jpg?ts=1582027780664', '//static.zara.net/photos///2020/V/0/1/p/9598/002/400/3/w/560/9598002400_2_4_1.jpg?ts=1582027760347', '//static.zara.net/photos///2020/V/0/1/p/9598/002/400/3/w/560/9598002400_2_5_1.jpg?ts=1582027763266', '//static.zara.net/photos///2020/V/0/1/p/9598/002/400/3/w/560/9598002400_2_6_1.jpg?ts=1582027758677', '//static.zara.net/photos///2020/V/0/1/p/9598/002/400/3/w/560/9598002400_6_1_1.jpg?ts=1582027749929']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",블루,"[{'겉감': '51% 나일론, 49% 아크릴'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '저온으로 건조기 사용 가능']"
66,긴소매 라운드넥 가디건. 모델 신장: 177cm,니트 롱 가디건,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/1509/006/501/3/w/560/1509006501_1_1_1.jpg?ts=1582027754653', '//static.zara.net/photos///2020/V/0/1/p/1509/006/501/3/w/560/1509006501_2_1_1.jpg?ts=1582027772190', '//static.zara.net/photos///2020/V/0/1/p/1509/006/501/3/w/560/1509006501_2_2_1.jpg?ts=1582027775601', '//static.zara.net/photos///2020/V/0/1/p/1509/006/501/3/w/560/1509006501_2_3_1.jpg?ts=1582027768317', '//static.zara.net/photos///2020/V/0/1/p/1509/006/501/3/w/560/1509006501_2_4_1.jpg?ts=1582027779686', '//static.zara.net/photos///2020/V/0/1/p/1509/006/501/3/w/560/1509006501_2_5_1.jpg?ts=1582027751607', '//static.zara.net/photos///2020/V/0/1/p/1509/006/501/3/w/560/1509006501_2_6_1.jpg?ts=1582027765536', '//static.zara.net/photos///2020/V/0/1/p/1509/006/501/3/w/560/1509006501_6_1_1.jpg?ts=1582027776279']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",암녹색,"[{'겉감': '50% 아크릴, 50% 비스코스'}]","['최대 40 ºC로 기계 세탁. 단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']"
67,라운드넥 긴소매 재킷. 양 옆면 하단 트임 디테일. 리브드 마감. 모델 신장: 177cm,롱 니트 가디건,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/5536/007/802/3/w/560/5536007802_1_1_1.jpg?ts=1582029971467', '//static.zara.net/photos///2020/V/0/1/p/5536/007/802/3/w/560/5536007802_2_1_1.jpg?ts=1582028689612', '//static.zara.net/photos///2020/V/0/1/p/5536/007/802/3/w/560/5536007802_2_2_1.jpg?ts=1582028698340', '//static.zara.net/photos///2020/V/0/1/p/5536/007/802/3/w/560/5536007802_2_3_1.jpg?ts=1582028694700', '//static.zara.net/photos///2020/V/0/1/p/5536/007/802/3/w/560/5536007802_2_4_1.jpg?ts=1582028695824', '//static.zara.net/photos///2020/V/0/1/p/5536/007/802/3/w/560/5536007802_2_5_1.jpg?ts=1582028690037', '//static.zara.net/photos///2020/V/0/1/p/5536/007/802/3/w/560/5536007802_2_6_1.jpg?ts=1582028706430', '//static.zara.net/photos///2020/V/0/1/p/5536/007/802/3/w/560/5536007802_6_1_1.jpg?ts=1582028687582']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ']",그레이,[],[]
68,라운드넥 긴소매 재킷. 양 옆면 하단 트임 디테일. 리브드 마감. 모델 신장: 177cm,롱 니트 가디건,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/5536/007/752/3/w/560/5536007752_1_1_1.jpg?ts=1582029971791', '//static.zara.net/photos///2020/V/0/1/p/5536/007/752/3/w/560/5536007752_2_1_1.jpg?ts=1582029984405', '//static.zara.net/photos///2020/V/0/1/p/5536/007/752/3/w/560/5536007752_2_2_1.jpg?ts=1582029965815', '//static.zara.net/photos///2020/V/0/1/p/5536/007/752/3/w/560/5536007752_2_3_1.jpg?ts=1582029972701', '//static.zara.net/photos///2020/V/0/1/p/5536/007/752/3/w/560/5536007752_2_4_1.jpg?ts=1582029965928', '//static.zara.net/photos///2020/V/0/1/p/5536/007/752/3/w/560/5536007752_2_5_1.jpg?ts=1582029986636', '//static.zara.net/photos///2020/V/0/1/p/5536/007/752/3/w/560/5536007752_6_1_1.jpg?ts=1582029988471']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ']",라이트 샌드,[],[]
69,라운드넥 긴소매 재킷. 양 옆면 하단 트임 디테일. 리브드 마감. 모델 신장: 177cm,롱 니트 가디건,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/5536/007/800/3/w/560/5536007800_1_1_1.jpg?ts=1582029965983', '//static.zara.net/photos///2020/V/0/1/p/5536/007/800/3/w/560/5536007800_2_1_1.jpg?ts=1582029982130', '//static.zara.net/photos///2020/V/0/1/p/5536/007/800/3/w/560/5536007800_2_2_1.jpg?ts=1582029978870', '//static.zara.net/photos///2020/V/0/1/p/5536/007/800/3/w/560/5536007800_2_3_1.jpg?ts=1582029991035', '//static.zara.net/photos///2020/V/0/1/p/5536/007/800/3/w/560/5536007800_2_4_1.jpg?ts=1582029977659', '//static.zara.net/photos///2020/V/0/1/p/5536/007/800/3/w/560/5536007800_2_5_1.jpg?ts=1582029991266', '//static.zara.net/photos///2020/V/0/1/p/5536/007/800/3/w/560/5536007800_2_6_1.jpg?ts=1582029974675', '//static.zara.net/photos///2020/V/0/1/p/5536/007/800/3/w/560/5536007800_6_1_1.jpg?ts=1582029977421']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ']",블랙,[],[]
70,끈으로 조절이 가능한 후드가 달린 긴소매 니트 스웨트셔츠. 메탈 아플리케가 달린 후드 디테일. 모델 신장: 177cm,메탈릭 아플리케 스웨트셔츠,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/6254/013/250/2/w/560/6254013250_1_1_1.jpg?ts=1581939000758', '//static.zara.net/photos///2020/V/0/1/p/6254/013/250/2/w/560/6254013250_2_1_1.jpg?ts=1581939024347', '//static.zara.net/photos///2020/V/0/1/p/6254/013/250/2/w/560/6254013250_2_2_1.jpg?ts=1581939022994', '//static.zara.net/photos///2020/V/0/1/p/6254/013/250/2/w/560/6254013250_2_3_1.jpg?ts=1581939036933', '//static.zara.net/photos///2020/V/0/1/p/6254/013/250/2/w/560/6254013250_2_4_1.jpg?ts=1581939019577', '//static.zara.net/photos///2020/V/0/1/p/6254/013/250/2/w/560/6254013250_2_5_1.jpg?ts=1581939001005', '//static.zara.net/photos///2020/V/0/1/p/6254/013/250/2/w/560/6254013250_2_6_1.jpg?ts=1581939058840', '//static.zara.net/photos///2020/V/0/1/p/6254/013/250/2/w/560/6254013250_6_1_1.jpg?ts=1581939027907']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",화이트,"[{'겉감': '49% 비스코스, 31% 폴리에스터, 20% 나일론'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지', '빨래주머니를 사용하십시오']"
71,끈으로 핏 조절 가능한 후드가 달린 긴소매 디자인의 짧은 니트 스웨트셔츠. 프릴이 달린 밑단. 모델 신장: 177cm,프릴 니트 스웨트셔츠,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/6254/008/622/2/w/560/6254008622_1_1_1.jpg?ts=1581939008427', '//static.zara.net/photos///2020/V/0/1/p/6254/008/622/2/w/560/6254008622_2_1_1.jpg?ts=1581939068790', '//static.zara.net/photos///2020/V/0/1/p/6254/008/622/2/w/560/6254008622_2_2_1.jpg?ts=1581939030512', '//static.zara.net/photos///2020/V/0/1/p/6254/008/622/2/w/560/6254008622_2_3_1.jpg?ts=1581939043932', '//static.zara.net/photos///2020/V/0/1/p/6254/008/622/2/w/560/6254008622_2_5_1.jpg?ts=1581939065605', '//static.zara.net/photos///2020/V/0/1/p/6254/008/622/2/w/560/6254008622_2_6_1.jpg?ts=1581939034750', '//static.zara.net/photos///2020/V/0/1/p/6254/008/622/2/w/560/6254008622_6_1_1.jpg?ts=1581939016569']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",페일 로즈,"[{'겉감': '48% 비스코스, 29% 폴리에스터, 23% 나일론'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지', '빨래주머니를 사용하십시오']"
72,반소매 라운드넥 니트 스웨터. 리브드 마감. 뒷면 메탈 스냅 버튼으로 여밈. 모델 신장: 177cm,쇼트 슬리브 베이직 스웨터,"35,000 원","['//static.zara.net/photos///2020/V/0/1/p/5646/125/526/3/w/560/5646125526_1_1_1.jpg?ts=1581684436254', '//static.zara.net/photos///2020/V/0/1/p/5646/125/526/3/w/560/5646125526_2_1_1.jpg?ts=1581684455657', '//static.zara.net/photos///2020/V/0/1/p/5646/125/526/3/w/560/5646125526_2_2_1.jpg?ts=1581684459862', '//static.zara.net/photos///2020/V/0/1/p/5646/125/526/3/w/560/5646125526_2_3_1.jpg?ts=1581684455520', '//static.zara.net/photos///2020/V/0/1/p/5646/125/526/3/w/560/5646125526_2_4_1.jpg?ts=1581684454175', '//static.zara.net/photos///2020/V/0/1/p/5646/125/526/3/w/560/5646125526_2_5_1.jpg?ts=1581684485706', '//static.zara.net/photos///2020/V/0/1/p/5646/125/526/3/w/560/5646125526_6_1_1.jpg?ts=1581684494441']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ', 'XXL (KR 99) ']",라이트 그린,"[{'겉감': '83% 비스코스, 15% 나일론, 2% 엘라스탄'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지', '뒤집어서 다리십시오']"
73,브이넥 긴소매 니트 재킷. 앞면에서 금속 버튼으로 여밈. 모델 신장: 177cm,버튼 니트 가디건,"39,000 원","['//static.zara.net/photos///2020/V/0/1/p/5646/127/526/3/w/560/5646127526_1_1_1.jpg?ts=1581074600138', '//static.zara.net/photos///2020/V/0/1/p/5646/127/526/3/w/560/5646127526_2_1_1.jpg?ts=1581074619131', '//static.zara.net/photos///2020/V/0/1/p/5646/127/526/3/w/560/5646127526_2_2_1.jpg?ts=1581074600656', '//static.zara.net/photos///2020/V/0/1/p/5646/127/526/3/w/560/5646127526_2_3_1.jpg?ts=1581074635425', '//static.zara.net/photos///2020/V/0/1/p/5646/127/526/3/w/560/5646127526_2_4_1.jpg?ts=1581074607707', '//static.zara.net/photos///2020/V/0/1/p/5646/127/526/3/w/560/5646127526_2_5_1.jpg?ts=1581074601384', '//static.zara.net/photos///2020/V/0/1/p/5646/127/526/3/w/560/5646127526_2_6_1.jpg?ts=1581074622068', '//static.zara.net/photos///2020/V/0/1/p/5646/127/526/3/w/560/5646127526_6_1_1.jpg?ts=1581074610493']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ', 'XXL (KR 99) ']",라이트 그린,"[{'겉감': '83% 비스코스, 15% 나일론, 2% 엘라스탄'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지', '뒤집어서 다리십시오']"
74,페이크 금속 버튼이 달린 긴소매 라운드넥 니트 스웨터. 리브드 마감. 모델 신장: 177cm,롱 슬리브 베이직 스웨터,"39,000 원","['//static.zara.net/photos///2020/V/0/1/p/5646/121/526/2/w/560/5646121526_1_1_1.jpg?ts=1582113898339', '//static.zara.net/photos///2020/V/0/1/p/5646/121/526/2/w/560/5646121526_2_1_1.jpg?ts=1582113900430', '//static.zara.net/photos///2020/V/0/1/p/5646/121/526/2/w/560/5646121526_2_2_1.jpg?ts=1582113899383', '//static.zara.net/photos///2020/V/0/1/p/5646/121/526/2/w/560/5646121526_2_3_1.jpg?ts=1582113892186', '//static.zara.net/photos///2020/V/0/1/p/5646/121/526/2/w/560/5646121526_2_4_1.jpg?ts=1582113891421', '//static.zara.net/photos///2020/V/0/1/p/5646/121/526/2/w/560/5646121526_2_5_1.jpg?ts=1582113890506', '//static.zara.net/photos///2020/V/0/1/p/5646/121/526/2/w/560/5646121526_2_6_1.jpg?ts=1582113894911', '//static.zara.net/photos///2020/V/0/1/p/5646/121/526/2/w/560/5646121526_6_1_1.jpg?ts=1582114104712']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ', 'XXL (KR 99) ']",라이트 그린,[],[]
75,울 혼방 소재 스웨터. 신축성 있게 마감된 긴소매 라운드넥 디자인. 텍스처가 있는 톤온톤 소재가 매치됨. 허리 부분 끈 디테일. 모델 신장: 177cm,케이블 니트 스웨터,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/6771/012/712/2/w/560/6771012712_1_1_1.jpg?ts=1581082309072', '//static.zara.net/photos///2020/V/0/1/p/6771/012/712/2/w/560/6771012712_2_1_1.jpg?ts=1581082354800', '//static.zara.net/photos///2020/V/0/1/p/6771/012/712/2/w/560/6771012712_2_2_1.jpg?ts=1581082360175', '//static.zara.net/photos///2020/V/0/1/p/6771/012/712/2/w/560/6771012712_2_3_1.jpg?ts=1581082359034', '//static.zara.net/photos///2020/V/0/1/p/6771/012/712/2/w/560/6771012712_2_4_1.jpg?ts=1581082350608', '//static.zara.net/photos///2020/V/0/1/p/6771/012/712/2/w/560/6771012712_2_5_1.jpg?ts=1581082352260', '//static.zara.net/photos///2020/V/0/1/p/6771/012/712/2/w/560/6771012712_2_6_1.jpg?ts=1581082347842', '//static.zara.net/photos///2020/V/0/1/p/6771/012/712/2/w/560/6771012712_6_1_1.jpg?ts=1581082343162']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",크림,"[{'겉감': '46% 아크릴, 43% 폴리아미드, 11% 모직'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']"
76,하이넥 긴소매 니트 재킷. 리브드 마감. 앞면 메탈 버튼으로 여밈. 모델 신장: 177cm,하이넥 재킷,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/6254/300/802/2/w/560/6254300802_2_1_1.jpg?ts=1576513738558', '//static.zara.net/photos///2020/V/0/1/p/6254/300/802/2/w/560/6254300802_1_1_1.jpg?ts=1576513657174', '//static.zara.net/photos///2020/V/0/1/p/6254/300/802/2/w/560/6254300802_2_2_1.jpg?ts=1576513724204', '//static.zara.net/photos///2020/V/0/1/p/6254/300/802/2/w/560/6254300802_2_3_1.jpg?ts=1576513737331', '//static.zara.net/photos///2020/V/0/1/p/6254/300/802/2/w/560/6254300802_2_4_1.jpg?ts=1576513751363', '//static.zara.net/photos///2020/V/0/1/p/6254/300/802/2/w/560/6254300802_2_5_1.jpg?ts=1576513760205', '//static.zara.net/photos///2020/V/0/1/p/6254/300/802/2/w/560/6254300802_2_6_1.jpg?ts=1576513780238', '//static.zara.net/photos///2020/V/0/1/p/6254/300/802/2/w/560/6254300802_6_1_1.jpg?ts=1576513751657']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",그레이,"[{'겉감': '49% 비스코스, 30% 폴리에스터, 21% 나일론'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지', '빨래주머니를 사용하십시오']"
77,브이넥 마감 라펠 칼라 긴소매 스웨터. 리브드 마감. 모델 신장: 177cm,소프트 이펙트 니트 스웨터,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/5536/012/712/2/w/560/5536012712_1_1_1.jpg?ts=1581077973855', '//static.zara.net/photos///2020/V/0/1/p/5536/012/712/2/w/560/5536012712_2_1_1.jpg?ts=1581077975732', '//static.zara.net/photos///2020/V/0/1/p/5536/012/712/2/w/560/5536012712_2_2_1.jpg?ts=1581077966629', '//static.zara.net/photos///2020/V/0/1/p/5536/012/712/2/w/560/5536012712_2_3_1.jpg?ts=1580901947798', '//static.zara.net/photos///2020/V/0/1/p/5536/012/712/2/w/560/5536012712_2_4_1.jpg?ts=1581077966625', '//static.zara.net/photos///2020/V/0/1/p/5536/012/712/2/w/560/5536012712_2_5_1.jpg?ts=1581077966619', '//static.zara.net/photos///2020/V/0/1/p/5536/012/712/2/w/560/5536012712_2_6_1.jpg?ts=1580901940533', '//static.zara.net/photos///2020/V/0/1/p/5536/012/712/2/w/560/5536012712_6_1_1.jpg?ts=1580982378492']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",크림,"[{'겉감': '46% 비스코스, 27% 폴리에스터, 27% 나일론'}]","['최대 30 ºC로 손세탁', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']"
78,브이넥 마감 라펠 칼라 긴소매 스웨터. 리브드 마감. 모델 신장: 177cm,소프트 이펙트 니트 스웨터,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/5536/012/420/2/w/560/5536012420_1_1_1.jpg?ts=1581077974554', '//static.zara.net/photos///2020/V/0/1/p/5536/012/420/2/w/560/5536012420_2_1_1.jpg?ts=1581077981545', '//static.zara.net/photos///2020/V/0/1/p/5536/012/420/2/w/560/5536012420_2_2_1.jpg?ts=1581077982034', '//static.zara.net/photos///2020/V/0/1/p/5536/012/420/2/w/560/5536012420_2_3_1.jpg?ts=1580893208094', '//static.zara.net/photos///2020/V/0/1/p/5536/012/420/2/w/560/5536012420_2_4_1.jpg?ts=1581077966746', '//static.zara.net/photos///2020/V/0/1/p/5536/012/420/2/w/560/5536012420_2_5_1.jpg?ts=1581077974618', '//static.zara.net/photos///2020/V/0/1/p/5536/012/420/2/w/560/5536012420_2_6_1.jpg?ts=1580833852467', '//static.zara.net/photos///2020/V/0/1/p/5536/012/420/2/w/560/5536012420_6_1_1.jpg?ts=1580982378492']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",블루,"[{'겉감': '46% 비스코스, 27% 폴리에스터, 27% 나일론'}]","['최대 30 ºC로 손세탁', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']"
